cliente,total_gasto,segmento
olist_usr_28930,778.0,Bronze
olist_usr_28819,778.0,Bronze
olist_usr_99306,778.0,Bronze
olist_usr_69739,778.0,Bronze
olist_usr_10166,778.0,Bronze
olist_usr_42716,778.0,Bronze
olist_usr_41818,778.0,Bronze
olist_usr_10797,778.0,Bronze
olist_usr_11374,778.0,Bronze
olist_usr_32254,778.0,Bronze
olist_usr_43622,778.0,Bronze
olist_usr_29039,778.0,Bronze
olist_usr_43336,778.0,Bronze
olist_usr_24567,778.0,Bronze
olist_usr_24876,778.0,Bronze
olist_usr_80160,778.0,Bronze
olist_usr_16886,778.0,Bronze
olist_usr_35343,778.0,Bronze
olist_usr_58100,778.0,Bronze
olist_usr_24743,778.0,Bronze
olist_usr_58777,778.0,Bronze
olist_usr_24525,778.0,Bronze
olist_usr_39044,778.0,Bronze
olist_usr_82796,778.0,Bronze
olist_usr_16406,778.0,Bronze
olist_usr_82940,778.0,Bronze
olist_usr_60467,778.0,Bronze
olist_usr_60469,778.0,Bronze
olist_usr_24040,778.0,Bronze
olist_usr_78275,778.0,Bronze
olist_usr_78568,778.0,Bronze
olist_usr_17430,778.0,Bronze
olist_usr_23937,778.0,Bronze
olist_usr_61580,778.0,Bronze
olist_usr_59887,778.0,Bronze
olist_usr_60064,778.0,Bronze
olist_usr_16309,778.0,Bronze
olist_usr_34489,778.0,Bronze
olist_usr_81979,778.0,Bronze
olist_usr_40093,778.0,Bronze
olist_usr_61996,778.0,Bronze
olist_usr_62034,778.0,Bronze
olist_usr_38812,778.0,Bronze
olist_usr_18515,778.0,Bronze
olist_usr_76681,778.0,Bronze
olist_usr_76795,778.0,Bronze
olist_usr_18010,778.0,Bronze
olist_usr_18086,778.0,Bronze
olist_usr_62483,778.0,Bronze
olist_usr_51709,778.0,Bronze
olist_usr_52042,778.0,Bronze
olist_usr_52674,778.0,Bronze
olist_usr_85045,778.0,Bronze
olist_usr_85057,778.0,Bronze
olist_usr_26217,778.0,Bronze
olist_usr_87916,778.0,Bronze
olist_usr_87982,778.0,Bronze
olist_usr_15379,778.0,Bronze
olist_usr_86812,778.0,Bronze
olist_usr_26631,778.0,Bronze
olist_usr_63492,778.0,Bronze
olist_usr_63591,778.0,Bronze
olist_usr_74810,778.0,Bronze
olist_usr_74940,778.0,Bronze
olist_usr_74986,778.0,Bronze
olist_usr_75385,778.0,Bronze
olist_usr_54156,778.0,Bronze
olist_usr_54933,778.0,Bronze
olist_usr_55335,778.0,Bronze
olist_usr_55474,778.0,Bronze
olist_usr_56213,778.0,Bronze
olist_usr_50675,778.0,Bronze
olist_usr_50286,778.0,Bronze
olist_usr_50059,778.0,Bronze
olist_usr_27077,778.0,Bronze
olist_usr_90000,778.0,Bronze
olist_usr_63655,778.0,Bronze
olist_usr_34300,778.0,Bronze
olist_usr_26818,778.0,Bronze
olist_usr_65639,778.0,Bronze
olist_usr_73444,778.0,Bronze
olist_usr_48369,778.0,Bronze
olist_usr_27341,778.0,Bronze
olist_usr_49214,778.0,Bronze
olist_usr_64433,778.0,Bronze
olist_usr_22663,778.0,Bronze
olist_usr_75516,778.0,Bronze
olist_usr_89837,778.0,Bronze
olist_usr_13864,778.0,Bronze
olist_usr_19570,778.0,Bronze
olist_usr_74366,778.0,Bronze
olist_usr_74427,778.0,Bronze
olist_usr_74660,778.0,Bronze
olist_usr_72093,778.0,Bronze
olist_usr_72212,778.0,Bronze
olist_usr_72496,778.0,Bronze
olist_usr_93035,778.0,Bronze
olist_usr_93186,778.0,Bronze
olist_usr_93247,778.0,Bronze
olist_usr_27977,778.0,Bronze
olist_usr_33926,778.0,Bronze
olist_usr_14019,778.0,Bronze
olist_usr_14163,778.0,Bronze
olist_usr_27673,778.0,Bronze
olist_usr_47602,778.0,Bronze
olist_usr_47525,778.0,Bronze
olist_usr_37394,778.0,Bronze
olist_usr_71305,778.0,Bronze
olist_usr_66949,778.0,Bronze
olist_usr_70405,778.0,Bronze
olist_usr_70656,778.0,Bronze
olist_usr_45364,778.0,Bronze
olist_usr_66951,778.0,Bronze
olist_usr_45564,778.0,Bronze
olist_usr_46530,778.0,Bronze
olist_usr_92415,778.0,Bronze
olist_usr_13216,778.0,Bronze
olist_usr_92850,778.0,Bronze
olist_usr_97163,778.0,Bronze
olist_usr_97175,778.0,Bronze
olist_usr_97526,778.0,Bronze
olist_usr_97782,778.0,Bronze
olist_usr_13017,778.0,Bronze
olist_usr_94791,778.0,Bronze
olist_usr_95256,778.0,Bronze
olist_usr_67822,778.0,Bronze
olist_usr_21326,778.0,Bronze
olist_usr_37633,778.0,Bronze
olist_usr_21108,778.0,Bronze
olist_usr_21282,778.0,Bronze
olist_usr_20916,778.0,Bronze
olist_usr_21004,778.0,Bronze
olist_usr_68990,778.0,Bronze
olist_usr_10832,778.0,Bronze
olist_usr_99838,778.0,Bronze
olist_usr_36328,769.5,Bronze
olist_usr_69336,764.0,Bronze
olist_usr_31198,760.7,Bronze
olist_usr_10576,759.6,Bronze
olist_usr_97111,759.6,Bronze
olist_usr_96889,759.6,Bronze
olist_usr_99713,759.6,Bronze
olist_usr_99680,759.6,Bronze
olist_usr_44486,759.6,Bronze
olist_usr_44426,759.6,Bronze
olist_usr_44319,759.6,Bronze
olist_usr_44055,759.6,Bronze
olist_usr_42286,759.6,Bronze
olist_usr_21218,759.6,Bronze
olist_usr_11835,759.6,Bronze
olist_usr_96070,759.6,Bronze
olist_usr_98545,759.6,Bronze
olist_usr_71338,759.6,Bronze
olist_usr_71456,759.6,Bronze
olist_usr_67596,759.6,Bronze
olist_usr_71083,759.6,Bronze
olist_usr_90752,759.6,Bronze
olist_usr_27942,759.6,Bronze
olist_usr_20376,759.6,Bronze
olist_usr_20518,759.6,Bronze
olist_usr_27945,759.6,Bronze
olist_usr_41512,759.6,Bronze
olist_usr_12859,759.6,Bronze
olist_usr_93822,759.6,Bronze
olist_usr_69829,759.6,Bronze
olist_usr_37940,759.6,Bronze
olist_usr_27843,759.6,Bronze
olist_usr_13774,759.6,Bronze
olist_usr_22413,759.6,Bronze
olist_usr_65808,759.6,Bronze
olist_usr_30810,759.6,Bronze
olist_usr_73131,759.6,Bronze
olist_usr_72977,759.6,Bronze
olist_usr_19875,759.6,Bronze
olist_usr_74685,759.6,Bronze
olist_usr_64890,759.6,Bronze
olist_usr_22549,759.6,Bronze
olist_usr_22850,759.6,Bronze
olist_usr_75696,759.6,Bronze
olist_usr_18900,759.6,Bronze
olist_usr_14370,759.6,Bronze
olist_usr_48790,759.6,Bronze
olist_usr_22202,759.6,Bronze
olist_usr_28001,759.6,Bronze
olist_usr_48334,759.6,Bronze
olist_usr_47972,759.6,Bronze
olist_usr_88711,759.6,Bronze
olist_usr_13417,759.6,Bronze
olist_usr_14554,759.6,Bronze
olist_usr_50615,759.6,Bronze
olist_usr_50542,759.6,Bronze
olist_usr_14739,759.6,Bronze
olist_usr_23248,759.6,Bronze
olist_usr_62584,759.6,Bronze
olist_usr_77194,759.6,Bronze
olist_usr_62445,759.6,Bronze
olist_usr_18000,759.6,Bronze
olist_usr_76247,759.6,Bronze
olist_usr_76137,759.6,Bronze
olist_usr_52559,759.6,Bronze
olist_usr_26712,759.6,Bronze
olist_usr_26637,759.6,Bronze
olist_usr_26560,759.6,Bronze
olist_usr_51119,759.6,Bronze
olist_usr_86803,759.6,Bronze
olist_usr_31775,759.6,Bronze
olist_usr_62062,759.6,Bronze
olist_usr_61588,759.6,Bronze
olist_usr_30098,759.6,Bronze
olist_usr_61224,759.6,Bronze
olist_usr_35336,759.6,Bronze
olist_usr_78867,759.6,Bronze
olist_usr_78743,759.6,Bronze
olist_usr_17472,759.6,Bronze
olist_usr_48484,759.6,Bronze
olist_usr_66203,759.6,Bronze
olist_usr_77868,759.6,Bronze
olist_usr_77963,759.6,Bronze
olist_usr_54133,759.6,Bronze
olist_usr_77475,759.6,Bronze
olist_usr_85341,759.6,Bronze
olist_usr_84898,759.6,Bronze
olist_usr_84616,759.6,Bronze
olist_usr_54254,759.6,Bronze
olist_usr_84189,759.6,Bronze
olist_usr_84165,759.6,Bronze
olist_usr_34504,759.6,Bronze
olist_usr_60354,759.6,Bronze
olist_usr_60123,759.6,Bronze
olist_usr_39446,759.6,Bronze
olist_usr_79726,759.6,Bronze
olist_usr_29467,759.6,Bronze
olist_usr_79561,759.6,Bronze
olist_usr_17322,759.6,Bronze
olist_usr_79134,759.6,Bronze
olist_usr_79269,759.6,Bronze
olist_usr_81484,759.6,Bronze
olist_usr_80793,759.6,Bronze
olist_usr_80344,759.6,Bronze
olist_usr_79064,759.6,Bronze
olist_usr_31215,759.6,Bronze
olist_usr_39060,759.6,Bronze
olist_usr_59781,759.6,Bronze
olist_usr_58886,759.6,Bronze
olist_usr_39470,759.6,Bronze
olist_usr_16180,759.6,Bronze
olist_usr_16044,759.6,Bronze
olist_usr_84279,759.6,Bronze
olist_usr_83965,759.6,Bronze
olist_usr_83855,759.6,Bronze
olist_usr_56233,759.6,Bronze
olist_usr_25453,759.6,Bronze
olist_usr_54905,759.6,Bronze
olist_usr_54894,759.6,Bronze
olist_usr_29734,759.6,Bronze
olist_usr_55041,759.6,Bronze
olist_usr_25772,759.6,Bronze
olist_usr_56814,759.6,Bronze
olist_usr_56492,759.6,Bronze
olist_usr_40100,759.6,Bronze
olist_usr_16511,759.6,Bronze
olist_usr_82173,759.6,Bronze
olist_usr_81637,759.6,Bronze
olist_usr_29668,759.6,Bronze
olist_usr_31530,759.6,Bronze
olist_usr_16214,759.6,Bronze
olist_usr_98228,759.6,Bronze
olist_usr_10789,759.6,Bronze
olist_usr_43521,759.6,Bronze
olist_usr_28982,759.6,Bronze
olist_usr_28904,759.6,Bronze
olist_usr_43655,759.6,Bronze
olist_usr_99217,759.6,Bronze
olist_usr_93817,759.6,Bronze
olist_usr_92420,759.6,Bronze
olist_usr_45196,759.6,Bronze
olist_usr_95916,759.6,Bronze
olist_usr_95658,759.6,Bronze
olist_usr_12400,759.6,Bronze
olist_usr_33074,759.6,Bronze
olist_usr_97142,747.0,Bronze
olist_usr_94509,747.0,Bronze
olist_usr_12170,747.0,Bronze
olist_usr_44920,747.0,Bronze
olist_usr_44969,747.0,Bronze
olist_usr_45571,747.0,Bronze
olist_usr_46277,747.0,Bronze
olist_usr_46593,747.0,Bronze
olist_usr_92456,747.0,Bronze
olist_usr_68952,747.0,Bronze
olist_usr_69269,747.0,Bronze
olist_usr_69327,747.0,Bronze
olist_usr_69341,747.0,Bronze
olist_usr_42800,747.0,Bronze
olist_usr_42850,747.0,Bronze
olist_usr_32158,747.0,Bronze
olist_usr_98198,747.0,Bronze
olist_usr_81493,747.0,Bronze
olist_usr_81774,747.0,Bronze
olist_usr_83212,747.0,Bronze
olist_usr_83247,747.0,Bronze
olist_usr_56589,747.0,Bronze
olist_usr_24987,747.0,Bronze
olist_usr_25055,747.0,Bronze
olist_usr_57083,747.0,Bronze
olist_usr_55213,747.0,Bronze
olist_usr_83392,747.0,Bronze
olist_usr_83803,747.0,Bronze
olist_usr_83885,747.0,Bronze
olist_usr_57743,747.0,Bronze
olist_usr_57984,747.0,Bronze
olist_usr_59459,747.0,Bronze
olist_usr_59823,747.0,Bronze
olist_usr_80272,747.0,Bronze
olist_usr_80889,747.0,Bronze
olist_usr_81114,747.0,Bronze
olist_usr_81386,747.0,Bronze
olist_usr_35551,747.0,Bronze
olist_usr_35698,747.0,Bronze
olist_usr_17135,747.0,Bronze
olist_usr_59884,747.0,Bronze
olist_usr_60627,747.0,Bronze
olist_usr_77398,747.0,Bronze
olist_usr_26396,747.0,Bronze
olist_usr_34556,747.0,Bronze
olist_usr_84663,747.0,Bronze
olist_usr_85593,747.0,Bronze
olist_usr_54696,747.0,Bronze
olist_usr_54782,747.0,Bronze
olist_usr_77569,747.0,Bronze
olist_usr_78347,747.0,Bronze
olist_usr_78517,747.0,Bronze
olist_usr_62191,747.0,Bronze
olist_usr_38788,747.0,Bronze
olist_usr_31649,747.0,Bronze
olist_usr_15322,747.0,Bronze
olist_usr_86169,747.0,Bronze
olist_usr_86347,747.0,Bronze
olist_usr_15153,747.0,Bronze
olist_usr_51100,747.0,Bronze
olist_usr_26608,747.0,Bronze
olist_usr_51866,747.0,Bronze
olist_usr_52019,747.0,Bronze
olist_usr_38821,747.0,Bronze
olist_usr_76944,747.0,Bronze
olist_usr_62396,747.0,Bronze
olist_usr_62599,747.0,Bronze
olist_usr_62772,747.0,Bronze
olist_usr_62996,747.0,Bronze
olist_usr_63550,747.0,Bronze
olist_usr_75196,747.0,Bronze
olist_usr_88996,747.0,Bronze
olist_usr_14186,747.0,Bronze
olist_usr_90174,747.0,Bronze
olist_usr_41012,747.0,Bronze
olist_usr_49974,747.0,Bronze
olist_usr_50326,747.0,Bronze
olist_usr_26942,747.0,Bronze
olist_usr_14866,747.0,Bronze
olist_usr_87731,747.0,Bronze
olist_usr_87988,747.0,Bronze
olist_usr_88255,747.0,Bronze
olist_usr_91431,747.0,Bronze
olist_usr_13475,747.0,Bronze
olist_usr_92141,747.0,Bronze
olist_usr_92158,747.0,Bronze
olist_usr_48245,747.0,Bronze
olist_usr_49028,747.0,Bronze
olist_usr_49550,747.0,Bronze
olist_usr_27060,747.0,Bronze
olist_usr_14234,747.0,Bronze
olist_usr_88970,747.0,Bronze
olist_usr_18583,747.0,Bronze
olist_usr_18689,747.0,Bronze
olist_usr_63861,747.0,Bronze
olist_usr_64680,747.0,Bronze
olist_usr_74350,747.0,Bronze
olist_usr_74583,747.0,Bronze
olist_usr_36623,747.0,Bronze
olist_usr_71604,747.0,Bronze
olist_usr_30846,747.0,Bronze
olist_usr_72137,747.0,Bronze
olist_usr_72205,747.0,Bronze
olist_usr_72396,747.0,Bronze
olist_usr_30707,747.0,Bronze
olist_usr_37943,747.0,Bronze
olist_usr_66366,747.0,Bronze
olist_usr_22105,747.0,Bronze
olist_usr_28134,747.0,Bronze
olist_usr_28226,747.0,Bronze
olist_usr_28231,747.0,Bronze
olist_usr_46843,747.0,Bronze
olist_usr_47252,747.0,Bronze
olist_usr_33583,747.0,Bronze
olist_usr_13794,747.0,Bronze
olist_usr_20722,747.0,Bronze
olist_usr_70245,747.0,Bronze
olist_usr_71579,747.0,Bronze
olist_usr_66955,747.0,Bronze
olist_usr_66972,747.0,Bronze
olist_usr_66994,747.0,Bronze
olist_usr_67607,747.0,Bronze
olist_usr_21565,747.0,Bronze
olist_usr_21227,747.0,Bronze
olist_usr_98860,747.0,Bronze
olist_usr_10372,747.0,Bronze
olist_usr_43733,747.0,Bronze
olist_usr_43884,747.0,Bronze
olist_usr_28787,747.0,Bronze
olist_usr_28793,747.0,Bronze
olist_usr_44708,747.0,Bronze
olist_usr_27206,737.6,Bronze
olist_usr_97533,726.5,Bronze
olist_usr_74102,726.5,Bronze
olist_usr_44600,710.6,Bronze
olist_usr_19849,709.4,Bronze
olist_usr_81980,706.5,Bronze
olist_usr_40373,706.5,Bronze
olist_usr_14834,688.5,Bronze
olist_usr_47487,681.5,Bronze
olist_usr_20047,681.5,Bronze
olist_usr_98333,669.0,Bronze
olist_usr_40796,665.2,Bronze
olist_usr_98915,657.2,Bronze
olist_usr_23223,649.5,Bronze
olist_usr_38530,649.5,Bronze
olist_usr_38577,649.5,Bronze
olist_usr_14804,649.5,Bronze
olist_usr_89432,649.5,Bronze
olist_usr_49790,649.5,Bronze
olist_usr_42740,649.5,Bronze
olist_usr_22466,649.5,Bronze
olist_usr_87167,649.5,Bronze
olist_usr_15060,649.5,Bronze
olist_usr_15094,649.5,Bronze
olist_usr_86752,649.5,Bronze
olist_usr_86213,649.5,Bronze
olist_usr_47548,649.5,Bronze
olist_usr_27061,649.5,Bronze
olist_usr_41052,649.5,Bronze
olist_usr_31545,649.5,Bronze
olist_usr_27232,649.5,Bronze
olist_usr_66395,649.5,Bronze
olist_usr_65910,649.5,Bronze
olist_usr_66195,649.5,Bronze
olist_usr_98436,649.5,Bronze
olist_usr_14837,649.5,Bronze
olist_usr_98059,649.5,Bronze
olist_usr_67477,649.5,Bronze
olist_usr_21360,649.5,Bronze
olist_usr_30163,649.5,Bronze
olist_usr_23767,649.5,Bronze
olist_usr_68236,649.5,Bronze
olist_usr_37774,649.5,Bronze
olist_usr_29885,649.5,Bronze
olist_usr_68413,649.5,Bronze
olist_usr_69919,649.5,Bronze
olist_usr_85952,649.5,Bronze
olist_usr_37467,649.5,Bronze
olist_usr_15664,649.5,Bronze
olist_usr_27013,649.5,Bronze
olist_usr_85225,649.5,Bronze
olist_usr_27882,649.5,Bronze
olist_usr_52120,649.5,Bronze
olist_usr_82721,649.5,Bronze
olist_usr_52331,649.5,Bronze
olist_usr_52368,649.5,Bronze
olist_usr_13573,649.5,Bronze
olist_usr_96924,649.5,Bronze
olist_usr_20247,649.5,Bronze
olist_usr_13608,649.5,Bronze
olist_usr_70706,649.5,Bronze
olist_usr_70527,649.5,Bronze
olist_usr_39136,649.5,Bronze
olist_usr_37188,649.5,Bronze
olist_usr_60004,649.5,Bronze
olist_usr_16116,649.5,Bronze
olist_usr_83465,649.5,Bronze
olist_usr_86004,649.5,Bronze
olist_usr_82378,649.5,Bronze
olist_usr_13423,649.5,Bronze
olist_usr_44173,649.5,Bronze
olist_usr_59615,649.5,Bronze
olist_usr_70188,649.5,Bronze
olist_usr_59810,649.5,Bronze
olist_usr_33481,649.5,Bronze
olist_usr_82178,649.5,Bronze
olist_usr_71495,649.5,Bronze
olist_usr_59119,649.5,Bronze
olist_usr_97009,649.5,Bronze
olist_usr_82005,649.5,Bronze
olist_usr_52928,649.5,Bronze
olist_usr_52759,649.5,Bronze
olist_usr_92209,649.5,Bronze
olist_usr_52789,649.5,Bronze
olist_usr_35040,649.5,Bronze
olist_usr_16557,649.5,Bronze
olist_usr_26548,649.5,Bronze
olist_usr_81227,649.5,Bronze
olist_usr_32702,649.5,Bronze
olist_usr_42007,649.5,Bronze
olist_usr_74546,649.5,Bronze
olist_usr_40530,649.5,Bronze
olist_usr_73545,649.5,Bronze
olist_usr_19718,649.5,Bronze
olist_usr_44546,649.5,Bronze
olist_usr_72848,649.5,Bronze
olist_usr_72323,649.5,Bronze
olist_usr_19859,649.5,Bronze
olist_usr_28157,649.5,Bronze
olist_usr_84423,649.5,Bronze
olist_usr_26186,649.5,Bronze
olist_usr_53374,649.5,Bronze
olist_usr_80871,649.5,Bronze
olist_usr_81050,649.5,Bronze
olist_usr_93668,649.5,Bronze
olist_usr_93401,649.5,Bronze
olist_usr_41334,649.5,Bronze
olist_usr_54029,649.5,Bronze
olist_usr_75713,649.5,Bronze
olist_usr_75326,649.5,Bronze
olist_usr_19198,649.5,Bronze
olist_usr_75117,649.5,Bronze
olist_usr_36817,649.5,Bronze
olist_usr_57358,649.5,Bronze
olist_usr_36503,649.5,Bronze
olist_usr_46492,649.5,Bronze
olist_usr_80278,649.5,Bronze
olist_usr_79903,649.5,Bronze
olist_usr_79745,649.5,Bronze
olist_usr_17386,649.5,Bronze
olist_usr_79513,649.5,Bronze
olist_usr_79277,649.5,Bronze
olist_usr_12976,649.5,Bronze
olist_usr_46051,649.5,Bronze
olist_usr_12843,649.5,Bronze
olist_usr_93944,649.5,Bronze
olist_usr_55588,649.5,Bronze
olist_usr_18250,649.5,Bronze
olist_usr_39907,649.5,Bronze
olist_usr_18434,649.5,Bronze
olist_usr_54544,649.5,Bronze
olist_usr_16780,649.5,Bronze
olist_usr_79231,649.5,Bronze
olist_usr_78723,649.5,Bronze
olist_usr_17661,649.5,Bronze
olist_usr_78577,649.5,Bronze
olist_usr_77500,649.5,Bronze
olist_usr_77482,649.5,Bronze
olist_usr_33268,649.5,Bronze
olist_usr_77870,649.5,Bronze
olist_usr_55289,649.5,Bronze
olist_usr_25569,649.5,Bronze
olist_usr_25546,649.5,Bronze
olist_usr_94675,649.5,Bronze
olist_usr_94533,649.5,Bronze
olist_usr_12482,649.5,Bronze
olist_usr_77166,649.5,Bronze
olist_usr_33212,649.5,Bronze
olist_usr_23173,649.5,Bronze
olist_usr_23138,649.5,Bronze
olist_usr_48568,649.5,Bronze
olist_usr_32453,649.5,Bronze
olist_usr_88455,649.5,Bronze
olist_usr_89369,649.5,Bronze
olist_usr_14398,649.5,Bronze
olist_usr_49513,649.5,Bronze
olist_usr_34055,649.5,Bronze
olist_usr_88348,649.5,Bronze
olist_usr_23427,649.5,Bronze
olist_usr_88254,649.5,Bronze
olist_usr_23417,649.5,Bronze
olist_usr_62930,649.5,Bronze
olist_usr_62822,649.5,Bronze
olist_usr_64040,649.5,Bronze
olist_usr_44058,641.8,Bronze
olist_usr_11946,639.4,Bronze
olist_usr_87467,629.3000000000001,Bronze
olist_usr_56335,621.6,Bronze
olist_usr_71472,619.4,Bronze
olist_usr_45228,617.8,Bronze
olist_usr_86587,617.8,Bronze
olist_usr_87952,609.9,Bronze
olist_usr_85692,599.7,Bronze
olist_usr_17988,597.3,Bronze
olist_usr_22869,586.0,Bronze
olist_usr_26471,580.7,Bronze
olist_usr_45377,579.6,Bronze
olist_usr_81762,579.5,Bronze
olist_usr_48682,571.9,Bronze
olist_usr_65444,569.7,Bronze
olist_usr_64936,569.7,Bronze
olist_usr_22554,569.7,Bronze
olist_usr_62635,569.7,Bronze
olist_usr_64520,569.7,Bronze
olist_usr_88434,569.7,Bronze
olist_usr_38798,569.7,Bronze
olist_usr_38803,569.7,Bronze
olist_usr_33060,569.7,Bronze
olist_usr_55176,569.7,Bronze
olist_usr_45344,569.7,Bronze
olist_usr_55309,569.7,Bronze
olist_usr_77762,569.7,Bronze
olist_usr_78457,569.7,Bronze
olist_usr_77741,569.7,Bronze
olist_usr_65581,569.7,Bronze
olist_usr_99637,569.7,Bronze
olist_usr_56095,569.7,Bronze
olist_usr_30872,569.7,Bronze
olist_usr_35960,569.7,Bronze
olist_usr_12500,569.7,Bronze
olist_usr_88893,569.7,Bronze
olist_usr_33810,569.7,Bronze
olist_usr_64104,569.7,Bronze
olist_usr_39825,569.7,Bronze
olist_usr_76382,569.7,Bronze
olist_usr_40070,569.7,Bronze
olist_usr_95398,569.7,Bronze
olist_usr_45241,569.7,Bronze
olist_usr_12411,569.7,Bronze
olist_usr_25802,569.7,Bronze
olist_usr_45097,569.7,Bronze
olist_usr_55321,569.7,Bronze
olist_usr_57182,569.7,Bronze
olist_usr_74745,569.7,Bronze
olist_usr_74840,569.7,Bronze
olist_usr_57128,569.7,Bronze
olist_usr_94164,569.7,Bronze
olist_usr_76892,569.7,Bronze
olist_usr_55820,569.7,Bronze
olist_usr_76042,569.7,Bronze
olist_usr_76036,569.7,Bronze
olist_usr_53898,569.7,Bronze
olist_usr_76111,569.7,Bronze
olist_usr_53408,569.7,Bronze
olist_usr_26236,569.7,Bronze
olist_usr_33553,569.7,Bronze
olist_usr_93146,569.7,Bronze
olist_usr_58093,569.7,Bronze
olist_usr_73564,569.7,Bronze
olist_usr_73815,569.7,Bronze
olist_usr_73696,569.7,Bronze
olist_usr_25201,569.7,Bronze
olist_usr_79468,569.7,Bronze
olist_usr_55856,569.7,Bronze
olist_usr_12808,569.7,Bronze
olist_usr_25987,569.7,Bronze
olist_usr_81656,569.7,Bronze
olist_usr_81135,569.7,Bronze
olist_usr_52999,569.7,Bronze
olist_usr_59101,569.7,Bronze
olist_usr_20070,569.7,Bronze
olist_usr_20076,569.7,Bronze
olist_usr_82024,569.7,Bronze
olist_usr_20209,569.7,Bronze
olist_usr_58899,569.7,Bronze
olist_usr_37146,569.7,Bronze
olist_usr_71993,569.7,Bronze
olist_usr_58629,569.7,Bronze
olist_usr_19857,569.7,Bronze
olist_usr_28340,569.7,Bronze
olist_usr_33423,569.7,Bronze
olist_usr_33492,569.7,Bronze
olist_usr_82168,569.7,Bronze
olist_usr_26387,569.7,Bronze
olist_usr_82442,569.7,Bronze
olist_usr_82571,569.7,Bronze
olist_usr_13532,569.7,Bronze
olist_usr_11785,569.7,Bronze
olist_usr_42476,569.7,Bronze
olist_usr_39067,569.7,Bronze
olist_usr_70633,569.7,Bronze
olist_usr_24284,569.7,Bronze
olist_usr_59483,569.7,Bronze
olist_usr_13103,569.7,Bronze
olist_usr_18738,569.7,Bronze
olist_usr_80015,569.7,Bronze
olist_usr_93126,569.7,Bronze
olist_usr_82956,569.7,Bronze
olist_usr_91666,569.7,Bronze
olist_usr_28697,569.7,Bronze
olist_usr_59504,569.7,Bronze
olist_usr_83355,569.7,Bronze
olist_usr_52115,569.7,Bronze
olist_usr_34941,569.7,Bronze
olist_usr_34862,569.7,Bronze
olist_usr_60324,569.7,Bronze
olist_usr_69317,569.7,Bronze
olist_usr_69432,569.7,Bronze
olist_usr_69730,569.7,Bronze
olist_usr_37163,569.7,Bronze
olist_usr_83608,569.7,Bronze
olist_usr_69113,569.7,Bronze
olist_usr_83301,569.7,Bronze
olist_usr_20726,569.7,Bronze
olist_usr_69984,569.7,Bronze
olist_usr_84915,569.7,Bronze
olist_usr_90456,569.7,Bronze
olist_usr_15474,569.7,Bronze
olist_usr_31663,569.7,Bronze
olist_usr_86043,569.7,Bronze
olist_usr_13894,569.7,Bronze
olist_usr_13966,569.7,Bronze
olist_usr_67781,569.7,Bronze
olist_usr_21325,569.7,Bronze
olist_usr_68005,569.7,Bronze
olist_usr_68566,569.7,Bronze
olist_usr_39415,569.7,Bronze
olist_usr_20564,569.7,Bronze
olist_usr_69207,569.7,Bronze
olist_usr_29282,569.7,Bronze
olist_usr_20795,569.7,Bronze
olist_usr_97657,569.7,Bronze
olist_usr_15361,569.7,Bronze
olist_usr_50431,569.7,Bronze
olist_usr_41174,569.7,Bronze
olist_usr_87316,569.7,Bronze
olist_usr_90066,569.7,Bronze
olist_usr_28993,569.7,Bronze
olist_usr_43379,569.7,Bronze
olist_usr_98366,569.7,Bronze
olist_usr_98373,569.7,Bronze
olist_usr_61965,569.7,Bronze
olist_usr_61753,569.7,Bronze
olist_usr_30311,569.7,Bronze
olist_usr_87481,569.7,Bronze
olist_usr_66936,569.7,Bronze
olist_usr_42205,569.7,Bronze
olist_usr_41092,569.7,Bronze
olist_usr_97943,569.7,Bronze
olist_usr_89608,569.7,Bronze
olist_usr_89722,569.7,Bronze
olist_usr_13877,569.7,Bronze
olist_usr_89598,569.7,Bronze
olist_usr_49826,569.7,Bronze
olist_usr_98720,569.7,Bronze
olist_usr_63606,569.7,Bronze
olist_usr_99441,569.7,Bronze
olist_usr_99577,569.7,Bronze
olist_usr_42669,569.7,Bronze
olist_usr_98619,569.7,Bronze
olist_usr_99998,569.7,Bronze
olist_usr_24852,569.4000000000001,Bronze
olist_usr_15456,537.4,Bronze
olist_usr_63918,519.6,Bronze
olist_usr_99096,519.6,Bronze
olist_usr_99179,519.6,Bronze
olist_usr_98611,519.6,Bronze
olist_usr_32438,519.6,Bronze
olist_usr_88473,519.6,Bronze
olist_usr_25438,519.6,Bronze
olist_usr_39684,519.6,Bronze
olist_usr_18484,519.6,Bronze
olist_usr_18065,519.6,Bronze
olist_usr_18079,519.6,Bronze
olist_usr_18136,519.6,Bronze
olist_usr_25494,519.6,Bronze
olist_usr_55517,519.6,Bronze
olist_usr_12477,519.6,Bronze
olist_usr_76153,519.6,Bronze
olist_usr_18308,519.6,Bronze
olist_usr_77542,519.6,Bronze
olist_usr_77726,519.6,Bronze
olist_usr_42818,519.6,Bronze
olist_usr_10893,519.6,Bronze
olist_usr_38194,519.6,Bronze
olist_usr_77750,519.6,Bronze
olist_usr_27083,519.6,Bronze
olist_usr_65713,519.6,Bronze
olist_usr_14258,519.6,Bronze
olist_usr_98154,519.6,Bronze
olist_usr_45284,519.6,Bronze
olist_usr_28936,519.6,Bronze
olist_usr_78201,519.6,Bronze
olist_usr_40246,519.6,Bronze
olist_usr_78237,519.6,Bronze
